scenario,sim_id,league,league_calibrated,market,side,edge_pct,odd,prob_calibrated,units,bet_won,pl_units,home_score,away_score,resolved_at,n_train_at_t
A,816,1. HNL,0,1x2,draw,41.53,3.25,0.4355,0.5,false,-0.5,2,0,2026-05-23T00:00:00+00:00,99
A,818,1. HNL,0,1x2,away,175,10,0.275,0.5,false,-0.5,6,3,2026-05-23T00:00:00+00:00,99
A,839,Primera Division,0,1x2,draw,32.82,3.05,0.4355,0.5,true,1.025,1,1,2026-05-23T00:00:00+00:00,99
A,842,Liga 1,0,1x2,draw,52.42,3.5,0.4355,0.5,true,1.25,1,1,2026-05-23T00:00:00+00:00,99
A,853,Liga Pro,0,1x2,away,188.75,10.5,0.275,0.5,true,4.75,2,3,2026-05-23T00:00:00+00:00,99
A,866,NWSL,0,1x2,draw,56.77,3.6,0.4355,0.5,false,-0.5,1,2,2026-05-23T00:00:00+00:00,99
A,919,Primera B,0,1x2,away,44.51,2.95,0.4899,0.5,true,0.975,0,2,2026-05-23T00:00:00+00:00,99
A,921,Liga Pro Serie B,0,1x2,draw,26.29,2.9,0.4355,0.5,true,0.95,0,0,2026-05-23T00:00:00+00:00,99
A,1401,Primera Division,0,1x2,draw,32.82,3.05,0.4355,0.5,true,1.025,1,1,2026-05-23T00:00:00+00:00,99
A,1413,Liga Pro,0,1x2,away,188.75,10.5,0.275,0.5,true,4.75,2,3,2026-05-23T00:00:00+00:00,99
A,1427,NWSL,0,1x2,draw,56.77,3.6,0.4355,0.5,false,-0.5,1,2,2026-05-23T00:00:00+00:00,99
A,1486,Primera B,0,1x2,away,47.87,2.95,0.5013,0.5,true,0.975,0,2,2026-05-23T00:00:00+00:00,99
A,1488,Liga Pro Serie B,0,1x2,draw,26.29,2.9,0.4355,0.5,true,0.95,0,0,2026-05-23T00:00:00+00:00,99
A,814,1. HNL,0,over25,over,32,1.32,1,0.5,false,-0.5,0,0,2026-05-23T00:00:00+00:00,99
A,815,1. HNL,0,1x2,draw,37.18,3.15,0.4355,0.5,false,-0.5,2,0,2026-05-23T00:00:00+00:00,99
A,817,1. HNL,0,1x2,away,26.5,4.6,0.275,0.5,false,-0.5,2,0,2026-05-23T00:00:00+00:00,99
A,828,Ligat ha'Al,0,1x2,draw,69.84,3.9,0.4355,0.5,true,1.45,2,2,2026-05-23T00:00:00+00:00,99
A,829,Ligat ha'Al,0,over25,under,48.75,2.38,0.625,0.5,true,0.69,1,1,2026-05-23T00:00:00+00:00,99
A,830,Ligat ha'Al,0,1x2,away,40.25,5.1,0.275,0.5,true,2.05,2,5,2026-05-23T00:00:00+00:00,99
A,843,Liga 1,0,1x2,draw,48.06,3.4,0.4355,0.5,true,1.2,1,1,2026-05-23T00:00:00+00:00,99
A,860,USL Championship,0,1x2,away,36.47,2.9,0.4706,0.5,false,-0.5,2,0,2026-05-23T00:30:00+00:00,99
A,1421,USL Championship,0,1x2,draw,30.65,3,0.4355,0.5,false,-0.5,2,0,2026-05-23T00:30:00+00:00,99
A,1778,Brasileiro Women,0,1x2,draw,41.53,3.25,0.4355,0.5,false,-0.5,0,1,2026-05-23T00:30:00+00:00,99
A,797,J-League,0,1x2,draw,43.71,3.3,0.4355,0.5,false,-0.5,0,1,2026-05-23T05:00:00+00:00,99
A,798,J-League,0,1x2,draw,69.84,3.9,0.4355,0.5,false,-0.5,4,2,2026-05-23T05:00:00+00:00,99
A,1360,J-League,0,1x2,draw,69.84,3.9,0.4355,0.5,false,-0.5,4,2,2026-05-23T05:00:00+00:00,99
A,1361,J-League,0,1x2,draw,43.71,3.3,0.4355,0.5,false,-0.5,0,1,2026-05-23T05:00:00+00:00,99
A,886,K League 2,0,,,,,,0,skip,,0,1,2026-05-23T07:30:00+00:00,99
A,887,K League 2,0,1x2,draw,50.24,3.45,0.4355,0.5,false,-0.5,3,2,2026-05-23T07:30:00+00:00,99
A,1450,K League 2,0,,,,,,0,skip,,0,1,2026-05-23T07:30:00+00:00,99
A,1451,K League 2,0,1x2,draw,50.24,3.45,0.4355,0.5,false,-0.5,3,2,2026-05-23T07:30:00+00:00,99
A,845,A-League,0,1x2,draw,39.35,3.2,0.4355,0.5,false,-0.5,1,0,2026-05-23T08:10:00+00:00,99
A,1408,A-League,0,1x2,draw,39.35,3.2,0.4355,0.5,false,-0.5,1,0,2026-05-23T08:10:00+00:00,99
A,799,J-League,0,1x2,draw,43.71,3.3,0.4355,0.5,false,-0.5,1,0,2026-05-23T08:30:00+00:00,99
A,1362,J-League,0,1x2,draw,43.71,3.3,0.4355,0.5,false,-0.5,1,0,2026-05-23T08:30:00+00:00,99
A,800,J-League,0,1x2,draw,82.9,4.2,0.4355,0.5,false,-0.5,4,2,2026-05-23T09:00:00+00:00,99
A,1363,J-League,0,1x2,draw,82.9,4.2,0.4355,0.5,false,-0.5,4,2,2026-05-23T09:00:00+00:00,99
A,794,Premier League,0,1x2,draw,52.42,3.5,0.4355,0.5,true,1.25,1,1,2026-05-23T10:00:00+00:00,99
A,801,J-League,0,1x2,draw,56.77,3.6,0.4355,0.5,false,-0.5,1,0,2026-05-23T10:00:00+00:00,99
A,888,K League 2,0,1x2,draw,28.47,2.95,0.4355,0.5,false,-0.5,2,3,2026-05-23T10:00:00+00:00,99
A,1357,Premier League,0,1x2,draw,52.42,3.5,0.4355,0.5,true,1.25,1,1,2026-05-23T10:00:00+00:00,99
A,1364,J-League,0,1x2,draw,56.77,3.6,0.4355,0.5,false,-0.5,1,0,2026-05-23T10:00:00+00:00,99
A,1452,K League 2,0,1x2,draw,28.47,2.95,0.4355,0.5,false,-0.5,2,3,2026-05-23T10:00:00+00:00,99
A,775,Super League,0,1x2,away,35.38,4.8,0.2821,0.5,false,-0.5,1,1,2026-05-23T11:00:00+00:00,99
A,780,Veikkausliiga,0,1x2,draw,74.19,4,0.4355,0.5,false,-0.5,2,1,2026-05-23T11:00:00+00:00,99
A,874,Allsvenskan Women,0,1x2,home,67.22,4.3,0.3889,0.5,false,-0.5,2,2,2026-05-23T11:00:00+00:00,99
A,878,Superettan,0,1x2,draw,52.42,3.5,0.4355,0.5,false,-0.5,2,1,2026-05-23T11:00:00+00:00,99
A,910,League One,0,1x2,away,48.24,3.15,0.4706,0.5,false,-0.5,1,0,2026-05-23T11:00:00+00:00,99
A,911,League One,0,1x2,draw,43.71,3.3,0.4355,0.5,true,1.15,1,1,2026-05-23T11:00:00+00:00,99
A,1338,Super League,0,1x2,away,35.38,4.8,0.2821,0.5,false,-0.5,1,1,2026-05-23T11:00:00+00:00,99
A,1342,Veikkausliiga,0,1x2,draw,74.19,4,0.4355,0.5,false,-0.5,2,1,2026-05-23T11:00:00+00:00,99
A,1439,Allsvenskan Women,0,1x2,home,67.22,4.3,0.3889,0.5,false,-0.5,2,2,2026-05-23T11:00:00+00:00,99
A,1442,Superettan,0,1x2,draw,52.42,3.5,0.4355,0.5,false,-0.5,2,1,2026-05-23T11:00:00+00:00,99
A,1477,League One,0,1x2,away,48.24,3.15,0.4706,0.5,false,-0.5,1,0,2026-05-23T11:00:00+00:00,99
A,1478,League One,0,1x2,draw,43.71,3.3,0.4355,0.5,true,1.15,1,1,2026-05-23T11:00:00+00:00,99
A,912,League One,0,1x2,draw,39.35,3.2,0.4355,0.5,true,1.1,0,0,2026-05-23T11:30:00+00:00,99
A,913,League One,0,1x2,draw,30.65,3,0.4355,0.5,true,1,1,1,2026-05-23T11:30:00+00:00,99
A,1479,League One,0,1x2,draw,39.35,3.2,0.4355,0.5,true,1.1,0,0,2026-05-23T11:30:00+00:00,99
A,1480,League One,0,1x2,draw,30.65,3,0.4355,0.5,true,1,1,1,2026-05-23T11:30:00+00:00,99
A,776,Super League,0,over25,under,43.75,2.3,0.625,0.5,false,-0.5,1,2,2026-05-23T11:35:00+00:00,99
A,1339,Super League,0,1x2,away,29.74,4.6,0.2821,0.5,true,1.8,1,2,2026-05-23T11:35:00+00:00,99
A,777,Super League,0,1x2,draw,48.06,3.4,0.4355,0.5,false,-0.5,2,0,2026-05-23T12:00:00+00:00,99
A,806,Fortuna Liga,0,over25,over,7.06,1.82,0.5882,0.5,false,-0.5,0,2,2026-05-23T12:00:00+00:00,99
A,807,Fortuna Liga,0,1x2,home,35.29,2.3,0.5882,0.5,true,0.65,1,0,2026-05-23T12:00:00+00:00,99
A,808,Fortuna Liga,0,1x2,home,65.28,4.25,0.3889,0.5,false,-0.5,0,3,2026-05-23T12:00:00+00:00,99
A,809,Fortuna Liga,0,1x2,draw,78.55,4.1,0.4355,0.5,false,-0.5,4,0,2026-05-23T12:00:00+00:00,99
A,859,First Division,0,over25,over,22.5,1.47,0.8333,0.5,true,0.235,2,4,2026-05-23T12:00:00+00:00,99
A,875,Allsvenskan Women,0,1x2,draw,69.84,3.9,0.4355,0.5,false,-0.5,4,2,2026-05-23T12:00:00+00:00,99
A,1340,Super League,0,1x2,draw,48.06,3.4,0.4355,0.5,false,-0.5,2,0,2026-05-23T12:00:00+00:00,99
A,1369,Fortuna Liga,0,1x2,draw,78.55,4.1,0.4355,0.5,false,-0.5,4,0,2026-05-23T12:00:00+00:00,99
A,1370,Fortuna Liga,0,over25,over,7.06,1.82,0.5882,0.5,false,-0.5,0,2,2026-05-23T12:00:00+00:00,99
A,1371,Fortuna Liga,0,1x2,home,35.29,2.3,0.5882,0.5,true,0.65,1,0,2026-05-23T12:00:00+00:00,99
A,1372,Fortuna Liga,0,1x2,home,65.28,4.25,0.3889,0.5,false,-0.5,0,3,2026-05-23T12:00:00+00:00,99
A,1419,First Division,0,over25,over,22.5,1.47,0.8333,0.5,true,0.235,2,4,2026-05-23T12:00:00+00:00,99
A,1438,Allsvenskan Women,0,1x2,draw,69.84,3.9,0.4355,0.5,false,-0.5,4,2,2026-05-23T12:00:00+00:00,99
A,1777,Elitedivisionen Women,0,1x2,draw,78.55,4.1,0.4355,0.5,false,-0.5,1,0,2026-05-23T12:00:00+00:00,99
A,795,Premier League,0,1x2,away,78.75,6.5,0.275,0.5,false,-0.5,0,0,2026-05-23T12:30:00+00:00,99
A,1358,Premier League,0,1x2,away,78.75,6.5,0.275,0.5,false,-0.5,0,0,2026-05-23T12:30:00+00:00,99
A,778,Allsvenskan,0,1x2,draw,43.71,3.3,0.4355,0.5,false,-0.5,2,1,2026-05-23T13:00:00+00:00,99
A,779,Allsvenskan,0,,,,,,0,skip,,2,0,2026-05-23T13:00:00+00:00,99
A,819,Primera Division,0,1x2,draw,39.35,3.2,0.4355,0.5,false,-0.5,1,2,2026-05-23T13:00:00+00:00,99
A,846,Premier League,0,1x2,draw,30.65,3,0.4355,0.5,true,1,0,0,2026-05-23T13:00:00+00:00,99
A,847,Premier League,0,1x2,draw,32.82,3.05,0.4355,0.5,false,-0.5,0,1,2026-05-23T13:00:00+00:00,99
A,848,Premier League,0,1x2,draw,48.06,3.4,0.4355,0.5,false,-0.5,0,1,2026-05-23T13:00:00+00:00,99
A,849,Premier League,0,1x2,draw,30.65,3,0.4355,0.5,true,1,2,2,2026-05-23T13:00:00+00:00,99
A,850,Premier League,0,over25,under,39.38,2.23,0.625,0.5,true,0.615,0,2,2026-05-23T13:00:00+00:00,99
A,851,Premier League,0,1x2,draw,25.42,2.88,0.4355,0.5,false,-0.5,1,0,2026-05-23T13:00:00+00:00,99
A,852,Premier League,0,1x2,draw,28.47,2.95,0.4355,0.5,true,0.975,0,0,2026-05-23T13:00:00+00:00,99
A,871,Ykkösliiga,0,btts,nao,44.35,1.84,0.7845,0.5,true,0.42,0,1,2026-05-23T13:00:00+00:00,99
A,876,Allsvenskan Women,0,1x2,draw,48.06,3.4,0.4355,0.5,false,-0.5,0,3,2026-05-23T13:00:00+00:00,99
A,877,Allsvenskan Women,0,1x2,draw,85.08,4.25,0.4355,0.5,false,-0.5,0,1,2026-05-23T13:00:00+00:00,99
A,879,Superettan,0,btts,sim,10.12,1.68,0.6555,0.5,false,-0.5,1,0,2026-05-23T13:00:00+00:00,99
A,880,Superettan,0,1x2,draw,56.77,3.6,0.4355,0.5,false,-0.5,1,0,2026-05-23T13:00:00+00:00,99
A,1341,Allsvenskan,0,1x2,draw,43.71,3.3,0.4355,0.5,false,-0.5,2,1,2026-05-23T13:00:00+00:00,99
A,1344,Allsvenskan,0,,,,,,0,skip,,2,0,2026-05-23T13:00:00+00:00,99
A,1382,Primera Division,0,1x2,draw,39.35,3.2,0.4355,0.5,false,-0.5,1,2,2026-05-23T13:00:00+00:00,99
A,1405,Premier League,0,1x2,draw,48.06,3.4,0.4355,0.5,false,-0.5,0,1,2026-05-23T13:00:00+00:00,99
A,1406,Premier League,0,1x2,draw,30.65,3,0.4355,0.5,true,1,2,2,2026-05-23T13:00:00+00:00,99
A,1407,Premier League,0,over25,under,39.38,2.23,0.625,0.5,true,0.615,0,2,2026-05-23T13:00:00+00:00,99
A,1409,Premier League,0,1x2,draw,25.42,2.88,0.4355,0.5,false,-0.5,1,0,2026-05-23T13:00:00+00:00,99
A,1410,Premier League,0,1x2,draw,28.47,2.95,0.4355,0.5,true,0.975,0,0,2026-05-23T13:00:00+00:00,99
A,1411,Premier League,0,1x2,draw,30.65,3,0.4355,0.5,true,1,0,0,2026-05-23T13:00:00+00:00,99
A,1412,Premier League,0,1x2,draw,32.82,3.05,0.4355,0.5,false,-0.5,0,1,2026-05-23T13:00:00+00:00,99
A,1431,Ykkösliiga,0,btts,nao,43.23,1.84,0.7784,0.5,true,0.42,0,1,2026-05-23T13:00:00+00:00,99
A,1440,Allsvenskan Women,0,1x2,draw,85.08,4.25,0.4355,0.5,false,-0.5,0,1,2026-05-23T13:00:00+00:00,99
A,1441,Allsvenskan Women,0,over25,under,25,2,0.625,0.5,false,-0.5,0,3,2026-05-23T13:00:00+00:00,99
A,1443,Superettan,0,1x2,draw,56.77,3.6,0.4355,0.5,false,-0.5,1,0,2026-05-23T13:00:00+00:00,99
A,1446,Superettan,0,over25,over,10,1.87,0.5882,0.5,false,-0.5,1,0,2026-05-23T13:00:00+00:00,99
A,1763,Super Liga,0,1x2,away,59.5,5.8,0.275,0.5,false,-0.5,5,0,2026-05-23T13:00:00+00:00,99
A,893,Tweede Divisie,0,1x2,home,52.16,2.33,0.6531,0.5,true,0.665,5,4,2026-05-23T13:30:00+00:00,99
A,894,Tweede Divisie,0,1x2,away,37.5,5,0.275,0.5,false,-0.5,7,0,2026-05-23T13:30:00+00:00,99
A,895,Tweede Divisie,0,1x2,home,87.5,2.5,0.75,0.5,false,-0.5,1,2,2026-05-23T13:30:00+00:00,99
A,896,Tweede Divisie,0,,,,,,0,skip,,2,2,2026-05-23T13:30:00+00:00,99
A,897,Tweede Divisie,0,,,,,,0,skip,,2,4,2026-05-23T13:30:00+00:00,99
A,898,Tweede Divisie,0,over25,over,23,1.23,1,0.5,true,0.115,4,1,2026-05-23T13:30:00+00:00,99
A,899,Tweede Divisie,0,1x2,draw,43.71,3.3,0.4355,0.5,false,-0.5,2,3,2026-05-23T13:30:00+00:00,99
A,900,Tweede Divisie,0,over25,under,68.75,2.7,0.625,0.5,false,-0.5,3,2,2026-05-23T13:30:00+00:00,99
A,901,Tweede Divisie,0,1x2,away,39.19,1.75,0.7954,0.5,true,0.375,1,2,2026-05-23T13:30:00+00:00,99
A,1460,Tweede Divisie,0,1x2,away,32.72,1.75,0.7584,0.5,true,0.375,1,2,2026-05-23T13:30:00+00:00,99
A,1461,Tweede Divisie,0,1x2,home,49.21,2.33,0.6404,0.5,true,0.665,5,4,2026-05-23T13:30:00+00:00,99
A,1462,Tweede Divisie,0,1x2,away,37.5,5,0.275,0.5,false,-0.5,7,0,2026-05-23T13:30:00+00:00,99
A,1463,Tweede Divisie,0,1x2,home,87.5,2.5,0.75,0.5,false,-0.5,1,2,2026-05-23T13:30:00+00:00,99
A,1464,Tweede Divisie,0,,,,,,0,skip,,2,2,2026-05-23T13:30:00+00:00,99
A,1465,Tweede Divisie,0,,,,,,0,skip,,2,4,2026-05-23T13:30:00+00:00,99
A,1466,Tweede Divisie,0,over25,over,23,1.23,1,0.5,true,0.115,4,1,2026-05-23T13:30:00+00:00,99
A,1467,Tweede Divisie,0,1x2,draw,43.71,3.3,0.4355,0.5,false,-0.5,2,3,2026-05-23T13:30:00+00:00,99
A,1468,Tweede Divisie,0,over25,under,68.75,2.7,0.625,0.5,false,-0.5,3,2,2026-05-23T13:30:00+00:00,99
A,781,Veikkausliiga,0,1x2,draw,67.66,3.85,0.4355,0.5,false,-0.5,2,1,2026-05-23T14:00:00+00:00,99
A,782,Veikkausliiga,0,1x2,draw,56.77,3.6,0.4355,0.5,false,-0.5,2,0,2026-05-23T14:00:00+00:00,99
A,783,Veikkausliiga,0,1x2,draw,52.42,3.5,0.4355,0.5,false,-0.5,3,0,2026-05-23T14:00:00+00:00,99
A,784,Veikkausliiga,0,1x2,draw,45.89,3.35,0.4355,0.5,false,-0.5,0,1,2026-05-23T14:00:00+00:00,99
A,1470,Inkasso-Deildin,0,1x2,draw,61.13,3.7,0.4355,0.5,false,-0.5,5,3,2026-05-23T14:00:00+00:00,99
A,872,Ykkösliiga,0,,,,,,0,skip,,1,0,2026-05-23T14:00:00+00:00,99
A,902,Inkasso-Deildin,0,over25,under,63.75,2.62,0.625,0.5,true,0.81,0,0,2026-05-23T14:00:00+00:00,99
A,903,Inkasso-Deildin,0,1x2,draw,61.13,3.7,0.4355,0.5,false,-0.5,5,3,2026-05-23T14:00:00+00:00,99
A,904,Inkasso-Deildin,0,1x2,home,146.15,8,0.3077,0.5,false,-0.5,0,1,2026-05-23T14:00:00+00:00,99
A,1471,Inkasso-Deildin,0,1x2,home,146.15,8,0.3077,0.5,false,-0.5,0,1,2026-05-23T14:00:00+00:00,99
A,1168,1. HNL,0,1x2,draw,37.18,3.15,0.4355,0.5,false,-0.5,2,0,2026-05-23T14:00:00+00:00,99
A,1169,1. HNL,0,1x2,away,26.5,4.6,0.275,0.5,false,-0.5,2,0,2026-05-23T14:00:00+00:00,99
A,1343,Veikkausliiga,0,1x2,draw,45.89,3.35,0.4355,0.5,false,-0.5,0,1,2026-05-23T14:00:00+00:00,99
A,1345,Veikkausliiga,0,1x2,draw,67.66,3.85,0.4355,0.5,false,-0.5,2,1,2026-05-23T14:00:00+00:00,99
A,1346,Veikkausliiga,0,1x2,draw,56.77,3.6,0.4355,0.5,false,-0.5,2,0,2026-05-23T14:00:00+00:00,99
A,1347,Veikkausliiga,0,1x2,draw,52.42,3.5,0.4355,0.5,false,-0.5,3,0,2026-05-23T14:00:00+00:00,99
A,1379,1. HNL,0,1x2,draw,37.18,3.15,0.4355,0.5,false,-0.5,2,0,2026-05-23T14:00:00+00:00,99
A,1380,1. HNL,0,1x2,away,26.5,4.6,0.275,0.5,false,-0.5,2,0,2026-05-23T14:00:00+00:00,99
A,1432,Ykkösliiga,0,,,,,,0,skip,,1,0,2026-05-23T14:00:00+00:00,99
A,1469,Inkasso-Deildin,0,over25,under,63.75,2.62,0.625,0.5,true,0.81,0,0,2026-05-23T14:00:00+00:00,99
A,1329,Championship,0,1x2,draw,45.89,3.35,0.4355,0.5,false,-0.5,1,0,2026-05-23T14:30:00+00:00,99
A,796,Premier League,0,1x2,draw,43.71,3.3,0.4355,0.5,false,-0.5,1,2,2026-05-23T15:00:00+00:00,99
A,881,Superettan,0,over25,under,22.5,1.96,0.625,0.5,false,-0.5,3,1,2026-05-23T15:00:00+00:00,99
A,1171,Ligat ha'Al,0,1x2,home,35.71,4.75,0.2857,0.5,false,-0.5,2,2,2026-05-23T15:00:00+00:00,99
A,1359,Premier League,0,1x2,draw,43.71,3.3,0.4355,0.5,false,-0.5,1,2,2026-05-23T15:00:00+00:00,99
A,1390,Ligat ha'Al,0,1x2,draw,69.84,3.9,0.4355,0.5,true,1.45,2,2,2026-05-23T15:00:00+00:00,99
A,1445,Superettan,0,1x2,draw,33.2,3.35,0.3976,0.5,false,-0.5,3,1,2026-05-23T15:00:00+00:00,99
A,785,Ekstraklasa,0,1x2,home,55.56,4,0.3889,0.5,true,1.5,3,2,2026-05-23T15:30:00+00:00,99
A,786,Ekstraklasa,0,1x2,draw,39.35,3.2,0.4355,0.5,false,-0.5,2,1,2026-05-23T15:30:00+00:00,99
A,787,Ekstraklasa,0,1x2,home,70.59,2.9,0.5882,0.5,false,-0.5,1,1,2026-05-23T15:30:00+00:00,99
A,788,Ekstraklasa,0,1x2,away,133.75,8.5,0.275,0.5,false,-0.5,3,0,2026-05-23T15:30:00+00:00,99
A,789,Ekstraklasa,0,1x2,draw,82.9,4.2,0.4355,0.5,false,-0.5,4,0,2026-05-23T15:30:00+00:00,99
A,790,Ekstraklasa,0,1x2,away,175,10,0.275,0.5,false,-0.5,2,2,2026-05-23T15:30:00+00:00,99
A,791,Ekstraklasa,0,1x2,away,45.75,5.3,0.275,0.5,false,-0.5,1,0,2026-05-23T15:30:00+00:00,99
A,792,Ekstraklasa,0,1x2,away,76,6.4,0.275,0.5,false,-0.5,6,2,2026-05-23T15:30:00+00:00,99
A,793,Ekstraklasa,0,1x2,draw,30.65,3,0.4355,0.5,true,1,1,1,2026-05-23T15:30:00+00:00,99
A,826,1. SNL,0,over25,over,40,1.4,1,0.5,true,0.2,3,0,2026-05-23T15:30:00+00:00,99
A,766,Championship,0,1x2,draw,45.89,3.35,0.4355,0.5,false,-0.5,1,0,2026-05-23T15:30:00+00:00,99
A,1348,Ekstraklasa,0,1x2,draw,39.35,3.2,0.4355,0.5,false,-0.5,2,1,2026-05-23T15:30:00+00:00,99
A,1349,Ekstraklasa,0,1x2,away,133.75,8.5,0.275,0.5,false,-0.5,3,0,2026-05-23T15:30:00+00:00,99
A,1350,Ekstraklasa,0,1x2,home,70.59,2.9,0.5882,0.5,false,-0.5,1,1,2026-05-23T15:30:00+00:00,99
A,1351,Ekstraklasa,0,1x2,draw,82.9,4.2,0.4355,0.5,false,-0.5,4,0,2026-05-23T15:30:00+00:00,99
A,1352,Ekstraklasa,0,1x2,away,175,10,0.275,0.5,false,-0.5,2,2,2026-05-23T15:30:00+00:00,99
A,1353,Ekstraklasa,0,1x2,away,45.75,5.3,0.275,0.5,false,-0.5,1,0,2026-05-23T15:30:00+00:00,99
A,1354,Ekstraklasa,0,1x2,away,76,6.4,0.275,0.5,false,-0.5,6,2,2026-05-23T15:30:00+00:00,99
A,1355,Ekstraklasa,0,1x2,home,55.56,4,0.3889,0.5,true,1.5,3,2,2026-05-23T15:30:00+00:00,99
A,1356,Ekstraklasa,0,1x2,draw,30.65,3,0.4355,0.5,true,1,1,1,2026-05-23T15:30:00+00:00,99
A,1389,1. SNL,0,over25,over,40,1.4,1,0.5,true,0.2,3,0,2026-05-23T15:30:00+00:00,99
A,822,Super Liga,0,1x2,away,32,4.8,0.275,0.5,false,-0.5,3,0,2026-05-23T16:00:00+00:00,99
A,823,Super Liga,0,1x2,away,59.5,5.8,0.275,0.5,false,-0.5,5,0,2026-05-23T16:00:00+00:00,99
A,873,Ykkösliiga,0,1x2,draw,69.84,3.9,0.4355,0.5,false,-0.5,0,1,2026-05-23T16:00:00+00:00,99
A,923,Segunda Division,0,1x2,draw,37.18,3.15,0.4355,0.5,false,-0.5,0,1,2026-05-23T16:00:00+00:00,99
A,1147,Serie A,0,btts,nao,59.2,2.55,0.6243,0.5,false,-0.5,3,3,2026-05-23T16:00:00+00:00,99
A,1318,Serie A,0,1x2,draw,58.95,3.65,0.4355,0.5,true,1.325,3,3,2026-05-23T16:00:00+00:00,99
A,1385,Super Liga,0,1x2,away,59.5,5.8,0.275,0.5,false,-0.5,5,0,2026-05-23T16:00:00+00:00,99
A,1386,Super Liga,0,1x2,away,32,4.8,0.275,0.5,false,-0.5,3,0,2026-05-23T16:00:00+00:00,99
A,1433,Ykkösliiga,0,1x2,draw,69.84,3.9,0.4355,0.5,false,-0.5,0,1,2026-05-23T16:00:00+00:00,99
A,1453,Botola Pro,0,1x2,draw,39.35,3.2,0.4355,0.5,false,-0.5,1,2,2026-05-23T16:00:00+00:00,99
A,1490,Segunda Division,0,1x2,draw,37.18,3.15,0.4355,0.5,false,-0.5,0,1,2026-05-23T16:00:00+00:00,99
A,841,Primera Division,0,over25,over,48.33,1.78,0.8333,0.5,true,0.39,2,1,2026-05-23T16:30:00+00:00,99
A,1403,Primera Division,0,over25,over,48.33,1.78,0.8333,0.5,true,0.39,2,1,2026-05-23T16:30:00+00:00,99
A,922,Liga Pro Serie B,0,1x2,draw,26.29,2.9,0.4355,0.5,false,-0.5,1,0,2026-05-23T16:45:00+00:00,99
A,1170,1. HNL,0,over25,over,32,1.32,1,0.5,false,-0.5,0,0,2026-05-23T16:45:00+00:00,99
A,1381,1. HNL,0,over25,over,32,1.32,1,0.5,false,-0.5,0,0,2026-05-23T16:45:00+00:00,99
A,1489,Liga Pro Serie B,0,1x2,draw,26.29,2.9,0.4355,0.5,false,-0.5,1,0,2026-05-23T16:45:00+00:00,99
A,1175,Premier League,0,1x2,draw,30.65,3,0.4355,0.5,false,-0.5,0,3,2026-05-23T17:00:00+00:00,99
A,1434,Premier League,0,1x2,draw,17.58,2.7,0.4355,0.5,true,0.85,0,0,2026-05-23T17:00:00+00:00,99
A,1435,Premier League,0,1x2,away,48.5,5.4,0.275,0.5,false,-0.5,3,0,2026-05-23T17:00:00+00:00,99
A,1436,Premier League,0,1x2,draw,30.65,3,0.4355,0.5,true,1,2,2,2026-05-23T17:00:00+00:00,99
A,1437,Premier League,0,1x2,draw,30.65,3,0.4355,0.5,false,-0.5,0,3,2026-05-23T17:00:00+00:00,99
A,1174,Liga 1,0,1x2,draw,48.06,3.4,0.4355,0.5,true,1.2,1,1,2026-05-23T17:30:00+00:00,99
A,1404,Liga 1,0,1x2,draw,48.06,3.4,0.4355,0.5,true,1.2,1,1,2026-05-23T17:30:00+00:00,99
A,856,Primera Division,0,over25,under,7.5,1.72,0.625,0.5,true,0.36,0,0,2026-05-23T17:45:00+00:00,99
A,1416,Primera Division,0,1x2,home,34.17,3.45,0.3889,0.5,false,-0.5,0,0,2026-05-23T17:45:00+00:00,99
A,820,Primera Division,0,1x2,draw,35,3.1,0.4355,0.5,false,-0.5,3,0,2026-05-23T18:00:00+00:00,99
A,825,DFB Pokal,0,1x2,away,216.42,7.5,0.4219,0.5,false,-0.5,3,0,2026-05-23T18:00:00+00:00,99
A,831,Primera B Nacional,0,1x2,draw,28.47,2.95,0.4355,0.5,false,-0.5,2,0,2026-05-23T18:00:00+00:00,99
A,833,Primera B Nacional,0,1x2,away,50.59,3.2,0.4706,0.5,true,1.1,0,1,2026-05-23T18:00:00+00:00,99
A,834,Primera B Nacional,0,1x2,home,21.18,2.06,0.5882,0.5,false,-0.5,0,0,2026-05-23T18:00:00+00:00,99
A,1172,Ligat ha'Al,0,1x2,away,40.25,5.1,0.275,0.5,true,2.05,2,5,2026-05-23T18:00:00+00:00,99
A,1173,Ligat ha'Al,0,over25,under,48.75,2.38,0.625,0.5,true,0.69,1,1,2026-05-23T18:00:00+00:00,99
A,1383,Primera Division,0,1x2,draw,35,3.1,0.4355,0.5,false,-0.5,3,0,2026-05-23T18:00:00+00:00,99
A,1388,DFB Pokal,0,1x2,away,233.28,7.5,0.4444,0.5,false,-0.5,3,0,2026-05-23T18:00:00+00:00,99
A,1392,Ligat ha'Al,0,over25,under,48.75,2.38,0.625,0.5,true,0.69,1,1,2026-05-23T18:00:00+00:00,99
A,1393,Ligat ha'Al,0,1x2,away,40.25,5.1,0.275,0.5,true,2.05,2,5,2026-05-23T18:00:00+00:00,99
A,1394,Primera B Nacional,0,1x2,home,21.18,2.06,0.5882,0.5,false,-0.5,0,0,2026-05-23T18:00:00+00:00,99
A,1395,Primera B Nacional,0,1x2,away,50.59,3.2,0.4706,0.5,true,1.1,0,1,2026-05-23T18:00:00+00:00,99
