scenario,sim_id,league,league_calibrated,market,side,edge_pct,odd,prob_calibrated,units,bet_won,pl_units,home_score,away_score
D10,1468,Tweede Divisie,0,1x2,home,65,3.85,0.4286,0.5,true,1.425,3,2
D10,1467,Tweede Divisie,0,,,,,,,skip,,2,3
D10,1466,Tweede Divisie,0,over25,over,23,1.23,1,0.5,true,0.115,4,1
D10,1465,Tweede Divisie,0,1x2,home,16.53,2.28,0.5111,0.5,false,-0.5,2,4
D10,1464,Tweede Divisie,0,,,,,,,skip,,2,2
D10,1463,Tweede Divisie,0,1x2,home,111.54,2.5,0.8462,0.5,false,-0.5,1,2
D10,1462,Tweede Divisie,0,1x2,home,23.54,1.46,0.8462,0.5,true,0.23,7,0
D10,1461,Tweede Divisie,0,1x2,home,97.15,2.33,0.8462,0.5,true,0.665,5,4
D10,1460,Tweede Divisie,0,1x2,away,31.25,1.75,0.75,0.5,true,0.375,1,2
D10,901,Tweede Divisie,0,1x2,away,31.25,1.75,0.75,0.5,true,0.375,1,2
D10,900,Tweede Divisie,0,1x2,home,84.55,3.85,0.4793,0.5,true,1.425,3,2
D10,899,Tweede Divisie,0,,,,,,,skip,,2,3
D10,898,Tweede Divisie,0,over25,over,23,1.23,1,0.5,true,0.115,4,1
D10,897,Tweede Divisie,0,,,,,,,skip,,2,4
D10,896,Tweede Divisie,0,over25,under,10.67,2.48,0.4462,0.5,false,-0.5,2,2
D10,895,Tweede Divisie,0,1x2,home,89.19,2.5,0.7568,0.5,false,-0.5,1,2
D10,894,Tweede Divisie,0,1x2,home,10.49,1.46,0.7568,0.5,true,0.23,7,0
D10,893,Tweede Divisie,0,1x2,home,76.32,2.33,0.7568,0.5,true,0.665,5,4
D10,1763,Super Liga,0,btts,nao,11.98,1.82,0.6153,0.5,true,0.41,5,0
D10,1446,Superettan,0,1x2,away,14.78,3.3,0.3478,0.5,false,-0.5,1,0
D10,1443,Superettan,0,1x2,away,14,3,0.38,0.5,false,-0.5,1,0
D10,1441,Allsvenskan Women,0,1x2,home,27.78,2.5,0.5111,0.5,false,-0.5,0,3
D10,1440,Allsvenskan Women,0,1x2,home,124.4,5.25,0.4274,0.5,false,-0.5,0,1
D10,1431,Ykkösliiga,0,btts,nao,43.23,1.84,0.7784,0.5,true,0.42,0,1
D10,1412,Premier League,1,btts,nao,26.14,1.7,0.742,2,true,1.4,0,1
D10,1411,Premier League,1,btts,nao,23.31,1.72,0.7169,2,true,1.44,0,0
D10,1410,Premier League,1,btts,nao,25.45,1.67,0.7512,2,true,1.34,0,0
D10,1409,Premier League,1,,,,,,,skip,,1,0
D10,1407,Premier League,1,1x2,draw,32.79,6.75,0.1967,2,false,-2,0,2
D10,1406,Premier League,1,btts,nao,28.06,1.65,0.7761,2,false,-2,2,2
D10,1405,Premier League,1,over25,under,11.47,1.52,0.7333,2,true,1.04,0,1
D10,1382,Primera Division,1,1x2,draw,11.02,3.2,0.3469,2,false,-2,1,2
D10,1344,Allsvenskan,0,,,,,,,skip,,2,0
D10,1341,Allsvenskan,0,1x2,away,61.5,4.25,0.38,0.5,false,-0.5,2,1
D10,880,Superettan,0,,,,,,,skip,,1,0
D10,879,Superettan,0,1x2,away,15.79,3.3,0.3509,0.5,false,-0.5,1,0
D10,877,Allsvenskan Women,0,1x2,home,110,5.25,0.4,0.5,false,-0.5,0,1
D10,876,Allsvenskan Women,0,1x2,home,19.83,2.5,0.4793,0.5,false,-0.5,0,3
D10,871,Ykkösliiga,0,btts,nao,44.35,1.84,0.7845,0.5,true,0.42,0,1
D10,852,Premier League,1,btts,nao,25.83,1.67,0.7535,2,true,1.34,0,0
D10,851,Premier League,1,,,,,,,skip,,1,0
D10,850,Premier League,1,1x2,draw,54.52,6.75,0.2289,2,false,-2,0,2
D10,849,Premier League,1,btts,nao,26.46,1.65,0.7664,2,false,-2,2,2
D10,848,Premier League,1,,,,,,,skip,,0,1
D10,847,Premier League,1,btts,nao,25.09,1.7,0.7358,2,true,1.4,0,1
D10,846,Premier League,1,btts,nao,22.93,1.72,0.7147,2,true,1.44,0,0
D10,819,Primera Division,1,,,,,,,skip,,1,2
D10,779,Allsvenskan,0,,,,,,,skip,,2,0
D10,778,Allsvenskan,0,1x2,away,49.12,4.25,0.3509,0.5,false,-0.5,2,1
D10,1358,Premier League,1,,,,,,,skip,,0,0
D10,795,Premier League,1,1x2,draw,14.46,5,0.2289,2,true,8,0,0
D10,1777,Elitedivisionen Women,0,1x2,away,108.7,6,0.3478,0.5,false,-0.5,1,0
D10,1438,Allsvenskan Women,0,,,,,,,skip,,4,2
D10,1419,First Division,0,over25,over,22.5,1.47,0.8333,0.5,true,0.235,2,4
D10,1372,Fortuna Liga,0,1x2,home,81.65,4.25,0.4274,0.5,false,-0.5,0,3
D10,1371,Fortuna Liga,0,1x2,home,30.33,2.3,0.5667,0.5,true,0.65,1,0
D10,1370,Fortuna Liga,0,,,,,,,skip,,0,2
D10,1369,Fortuna Liga,0,btts,nao,11.01,2.05,0.5415,0.5,true,0.525,4,0
D10,1340,Super League,1,1x2,home,23.95,2.9,0.4274,2,true,3.8,2,0
D10,875,Allsvenskan Women,0,1x2,draw,11.86,3.9,0.2868,0.5,false,-0.5,4,2
D10,859,First Division,0,1x2,away,21.5,1.62,0.75,0.5,true,0.31,2,4
D10,809,Fortuna Liga,0,1x2,draw,17.6,4.1,0.2868,0.5,false,-0.5,4,0
D10,808,Fortuna Liga,0,1x2,home,82.14,4.25,0.4286,0.5,false,-0.5,0,3
D10,807,Fortuna Liga,0,1x2,home,35,2.3,0.587,0.5,true,0.65,1,0
D10,806,Fortuna Liga,0,,,,,,,skip,,0,2
D10,777,Super League,1,1x2,home,24.29,2.9,0.4286,2,true,3.8,2,0
D10,1339,Super League,1,1x2,away,38,4.6,0.3,2,true,7.2,1,2
D10,776,Super League,1,,,,,,,skip,,1,2
D10,1480,League One,0,1x2,away,17.5,2.35,0.5,0.5,false,-0.5,1,1
D10,1479,League One,0,1x2,draw,11.02,3.2,0.3469,0.5,true,1.1,0,0
D10,913,League One,0,over25,over,26.26,2.28,0.5538,0.5,false,-0.5,1,1
D10,912,League One,0,btts,nao,10.91,1.78,0.6231,0.5,true,0.39,0,0
D10,1478,League One,0,,,,,,,skip,,1,1
D10,1477,League One,0,over25,over,22.16,2.07,0.5902,0.5,false,-0.5,1,0
D10,1442,Superettan,0,1x2,home,23.95,2.9,0.4274,0.5,true,0.95,2,1
D10,1439,Allsvenskan Women,0,1x2,home,83.79,4.3,0.4274,0.5,false,-0.5,2,2
D10,1342,Veikkausliiga,0,1x2,draw,38.78,4,0.3469,0.5,false,-0.5,2,1
D10,1338,Super League,1,1x2,away,66.96,4.8,0.3478,2,false,-2,1,1
D10,911,League One,0,btts,nao,10.56,1.82,0.6075,0.5,false,-0.5,1,1
D10,910,League One,0,1x2,away,24.69,3.15,0.3958,0.5,false,-0.5,1,0
D10,878,Superettan,0,1x2,home,16,2.9,0.4,0.5,true,0.95,2,1
D10,874,Allsvenskan Women,0,1x2,home,84.29,4.3,0.4286,0.5,false,-0.5,2,2
D10,780,Veikkausliiga,0,1x2,draw,31.09,4,0.3277,0.5,false,-0.5,2,1
D10,775,Super League,1,1x2,away,67.62,4.8,0.3492,2,false,-2,1,1
D10,1452,K League 2,0,,,,,,,skip,,2,3
D10,1364,J-League,1,1x2,away,18.26,3.4,0.3478,2,false,-2,1,0
D10,1357,Premier League,1,,,,,,,skip,,1,1
D10,888,K League 2,0,over25,over,14,2.28,0.5,0.5,true,0.64,2,3
D10,801,J-League,1,1x2,away,18.73,3.4,0.3492,2,false,-2,1,0
D10,794,Premier League,1,,,,,,,skip,,1,1
D10,1363,J-League,1,1x2,draw,45.71,4.2,0.3469,2,false,-2,4,2
D10,800,J-League,1,1x2,draw,37.65,4.2,0.3277,2,false,-2,4,2
D10,843,Liga 1,0,btts,nao,24.98,1.97,0.6344,0.5,false,-0.5,1,1
D10,830,Ligat ha'Al,0,btts,nao,36.21,2.25,0.6054,0.5,false,-0.5,2,5
D10,829,Ligat ha'Al,0,btts,nao,38.85,2.43,0.5714,0.5,false,-0.5,1,1
D10,828,Ligat ha'Al,0,1x2,draw,11.86,3.9,0.2868,0.5,true,1.45,2,2
D10,817,1. HNL,0,btts,nao,13.38,1.84,0.6162,0.5,true,0.42,2,0
D10,815,1. HNL,0,,,,,,,skip,,2,0
D10,814,1. HNL,0,btts,nao,17.64,1.94,0.6064,0.5,true,0.47,0,0
D10,729,Premier League,1,btts,nao,17.22,1.73,0.6776,2,true,1.46,0,3
D10,727,Premier League,1,btts,nao,32.15,1.49,0.8869,2,true,0.98,3,0
D10,726,Premier League,1,1x2,away,13.49,3.25,0.3492,2,false,-2,0,0
D10,723,Premier League,1,,,,,,,skip,,2,2
D10,1362,J-League,1,btts,nao,26.94,1.9,0.6681,2,true,1.8,1,0
D10,799,J-League,1,btts,nao,27.39,1.9,0.6705,2,true,1.8,1,0
D10,1408,A-League,0,1x2,away,20,3.45,0.3478,0.5,false,-0.5,1,0
D10,845,A-League,0,1x2,away,21.05,3.45,0.3509,0.5,false,-0.5,1,0
D10,1451,K League 2,0,1x2,home,60.28,3.75,0.4274,0.5,true,1.375,3,2
D10,1450,K League 2,0,,,,,,,skip,,0,1
D10,887,K League 2,0,1x2,home,50,3.75,0.4,0.5,true,1.375,3,2
D10,886,K League 2,0,,,,,,,skip,,0,1
D10,1361,J-League,1,btts,sim,22.04,2.05,0.5953,2,false,-2,0,1
D10,1360,J-League,1,1x2,away,39.13,4,0.3478,2,false,-2,4,2
D10,798,J-League,1,1x2,away,39.68,4,0.3492,2,false,-2,4,2
D10,797,J-League,1,1x2,home,24.78,4.1,0.3043,2,false,-2,0,1
D10,1778,Brasileiro Women,0,,,,,,,skip,,0,1
D10,1421,USL Championship,1,btts,nao,27.44,2,0.6372,2,true,2,2,0
D10,860,USL Championship,1,btts,nao,26.16,2,0.6308,2,true,2,2,0
D10,1488,Liga Pro Serie B,0,over25,over,29.31,2.5,0.5172,0.5,false,-0.5,0,0
D10,1486,Primera B,0,1x2,away,47.5,2.95,0.5,0.5,true,0.975,0,2
D10,1427,NWSL,0,1x2,draw,24.9,3.6,0.3469,0.5,false,-0.5,1,2
D10,1413,Liga Pro,0,1x2,away,71.43,10.5,0.1633,0.5,true,4.75,2,3
D10,1401,Primera Division,1,1x2,home,28.23,3,0.4274,2,false,-2,1,1
D10,921,Liga Pro Serie B,0,over25,over,38.44,2.5,0.5538,0.5,false,-0.5,0,0
D10,919,Primera B,0,1x2,away,16.77,2.95,0.3958,0.5,true,0.975,0,2
D10,866,NWSL,0,1x2,away,22.81,3.5,0.3509,0.5,true,1.25,1,2
D10,853,Liga Pro,0,1x2,away,71.82,10.5,0.1636,0.5,true,4.75,2,3
D10,842,Liga 1,0,,,,,,,skip,,1,1
D10,839,Primera Division,1,1x2,home,28.57,3,0.4286,2,false,-2,1,1
D10,818,1. HNL,0,btts,nao,19.51,1.727,0.692,0.5,false,-0.5,6,3
D10,816,1. HNL,0,over25,under,23.23,1.78,0.6923,0.5,true,0.39,2,0
D10,1316,Copa Argentina,0,over25,over,25.69,2.43,0.5172,0.5,false,-0.5,0,2
D10,753,Copa Argentina,0,over25,over,34.56,2.43,0.5538,0.5,false,-0.5,0,2
D10,709,Primera Division,1,over25,over,14.88,2.17,0.5294,2,false,-2,0,0
D10,1270,Primera Division,1,,,,,,,skip,,0,0
D10,707,Serie B,0,1x2,away,61.4,4.6,0.3509,0.5,false,-0.5,1,0
D10,1267,Serie B,0,1x2,away,60,4.6,0.3478,0.5,false,-0.5,1,0
D10,1314,Liga Pro Serie B,0,over25,under,10,1.5,0.7333,0.5,false,-0.5,2,1
D10,754,Liga Pro Serie B,0,,,,,,,skip,,2,1
D10,1268,Division 1,0,1x2,home,17.56,2.3,0.5111,0.5,false,-0.5,0,1
D10,1161,Division 1,0,over25,over,12.5,2.25,0.5,0.5,false,-0.5,0,1
D10,1317,Segunda Division,0,,,,,,,skip,,0,1
D10,756,Segunda Division,0,,,,,,,skip,,0,1
D10,1295,Botola Pro,0,btts,nao,12.1,1.5,0.7473,0.5,false,-0.5,3,1
D10,718,Primera Division,1,1x2,home,52.14,3.55,0.4286,2,false,-2,1,1
D10,1281,Primera Division,1,1x2,home,51.73,3.55,0.4274,2,false,-2,1,1
D10,1308,Inkasso-Deildin,0,1x2,away,40,2.8,0.5,0.5,false,-0.5,4,3
D10,1307,Inkasso-Deildin,0,btts,nao,15.8,2.62,0.442,0.5,true,0.81,0,0
D10,1306,Inkasso-Deildin,0,1x2,home,17.54,2.75,0.4274,0.5,true,0.875,3,1
D10,747,Inkasso-Deildin,0,btts,nao,14.34,2.62,0.4364,0.5,true,0.81,0,0
D10,746,Inkasso-Deildin,0,1x2,home,31.82,2.75,0.4793,0.5,true,0.875,3,1
D10,735,Pepsideild,0,1x2,home,12.71,2.63,0.4286,0.5,true,0.815,6,3
D10,734,Pepsideild,0,,,,,,,skip,,0,1
D10,733,Pepsideild,0,1x2,away,55.45,9.5,0.1636,0.5,false,-0.5,5,0
D10,1293,Pepsideild,0,1x2,home,12.41,2.63,0.4274,0.5,true,0.815,6,3
D10,1292,Pepsideild,0,,,,,,,skip,,0,1
D10,1291,Pepsideild,0,1x2,away,25,9.5,0.1316,0.5,false,-0.5,5,0
D10,748,Inkasso-Deildin,0,1x2,away,10.83,2.8,0.3958,0.5,false,-0.5,4,3
D10,1760,Primera Division,1,1x2,home,28.23,3,0.4274,2,false,-2,1,1
D10,1301,Premier Division,0,1x2,home,28.23,3,0.4274,0.5,false,-0.5,1,1
D10,1299,Premier Division,0,1x2,away,18.42,9,0.1316,0.5,true,4,1,2
D10,740,Premier Division,0,1x2,away,47.27,9,0.1636,0.5,true,4,1,2
D10,739,Premier Division,0,1x2,home,43.8,3,0.4793,0.5,false,-0.5,1,1
D10,712,Coupe de France,0,1x2,away,113.02,6.1,0.3492,0.5,false,-0.5,3,1
D10,1276,Coupe de France,0,1x2,away,112.17,6.1,0.3478,0.5,false,-0.5,3,1
D10,1298,Premier Division,0,1x2,away,30.61,8,0.1633,0.5,false,-0.5,2,1
D10,1297,Premier Division,0,1x2,home,17.54,2.75,0.4274,0.5,false,-0.5,0,0
D10,1296,Premier Division,0,,,,,,,skip,,2,4
D10,738,Premier Division,0,1x2,home,17.86,2.75,0.4286,0.5,false,-0.5,0,0
D10,737,Premier Division,0,1x2,away,30.91,8,0.1636,0.5,false,-0.5,2,1
D10,736,Premier Division,0,1x2,home,12.61,3.7,0.3043,0.5,false,-0.5,2,4
D10,1255,Serie A,1,over25,under,54,2.1,0.7333,2,true,2.2,1,1
D10,1144,Serie A,1,over25,under,45.38,2.1,0.6923,2,true,2.2,1,1
D10,1315,Segunda Division,0,btts,nao,12.4,2.04,0.551,0.5,true,0.52,0,0
D10,1294,Botola Pro,0,,,,,,,skip,,0,1
D10,755,Segunda Division,0,btts,nao,13,2.04,0.5539,0.5,true,0.52,0,0
D10,732,Pepsideild,0,over25,under,24.95,2.8,0.4462,0.5,true,0.9,1,0
D10,731,Pepsideild,0,over25,under,28.52,2.88,0.4462,0.5,true,0.94,0,1
D10,714,1. SNL,0,1x2,home,102.5,3.45,0.587,0.5,true,1.225,3,2
D10,713,1. SNL,0,1x2,away,36,1.36,1,0.5,true,0.18,0,4
D10,711,Super Liga,0,1x2,away,194.55,18,0.1636,0.5,true,8.5,1,2
D10,708,Serie B,0,btts,nao,18.37,1.8,0.6576,0.5,true,0.4,0,0
D10,1275,1. SNL,0,1x2,home,95.5,3.45,0.5667,0.5,true,1.225,3,2
D10,1274,Super Liga,0,1x2,away,136.84,18,0.1316,0.5,true,8.5,1,2
D10,1273,1. SNL,0,1x2,away,36,1.36,1,0.5,true,0.18,0,4
D10,1266,Serie B,0,over25,under,23.2,1.68,0.7333,0.5,true,0.34,0,0
D10,1290,Pepsideild,0,btts,nao,15.34,2.75,0.4194,0.5,true,0.875,1,0
D10,1289,Pepsideild,0,over25,under,18.03,2.88,0.4098,0.5,true,0.94,0,1
D10,1277,Liga 1,0,1x2,draw,16.67,3.5,0.3333,0.5,true,1.25,1,1
D10,1164,Liga 1,0,,,,,,,skip,,1,1
D10,704,Allsvenskan,0,1x2,away,10.45,6.75,0.1636,0.5,true,2.875,1,2
D10,1264,Allsvenskan,0,over25,over,12.5,1.5,0.75,0.5,true,0.25,1,2
D10,1286,Premier League,1,over25,under,64,1.64,1,2,true,1.28,0,1
D10,1271,1. HNL,0,btts,nao,19.54,1.727,0.6922,0.5,false,-0.5,6,3
D10,1163,1. HNL,0,btts,nao,19.51,1.727,0.692,0.5,false,-0.5,6,3
D10,728,Allsvenskan Women,0,1x2,home,42.63,2.43,0.587,0.5,false,-0.5,0,1
D10,719,First Division,0,btts,nao,13.2,2.28,0.4965,0.5,true,0.64,5,0
D10,705,Veikkausliiga,0,1x2,home,46,3.65,0.4,0.5,true,1.325,2,1
D10,1282,First Division,0,btts,nao,11.38,2.28,0.4885,0.5,true,0.64,5,0
D10,1261,Veikkausliiga,0,1x2,home,56.01,3.65,0.4274,0.5,true,1.325,2,1
D10,1287,Allsvenskan Women,0,1x2,home,37.7,2.43,0.5667,0.5,false,-0.5,0,1
D10,721,Ykkösliiga,0,over25,under,52.31,2.2,0.6923,0.5,true,0.6,0,1
D10,720,Ykkösliiga,0,btts,nao,42.54,2.08,0.6853,0.5,true,0.54,0,2
D10,1284,Ykkösliiga,0,over25,under,61.33,2.2,0.7333,0.5,true,0.6,0,1
D10,1283,Ykkösliiga,0,over25,under,48.13,2.02,0.7333,0.5,true,0.51,0,2
D10,1304,First League,0,1x2,draw,63.06,4.7,0.3469,0.5,true,1.85,1,1
D10,1303,First League,0,1x2,away,74.8,4.6,0.38,0.5,false,-0.5,3,0
D10,1302,First League,0,btts,nao,57.48,1.97,0.7994,0.5,true,0.485,3,0
D10,745,First League,0,1x2,draw,54.03,4.7,0.3277,0.5,true,1.85,1,1
D10,743,First League,0,1x2,away,82.08,4.6,0.3958,0.5,false,-0.5,3,0
D10,742,First League,0,btts,nao,57.7,1.97,0.8005,0.5,true,0.485,3,0
D10,710,Super Liga,0,btts,nao,36.7,1.83,0.747,0.5,true,0.415,0,0
D10,1272,Super Liga,0,btts,nao,35.64,1.83,0.7412,0.5,true,0.415,0,0
D10,717,1. Division,0,btts,nao,71.82,2.2,0.781,0.5,false,-0.5,5,2
D10,716,1. Division,0,,,,,,,skip,,3,4
D10,715,1. Division,0,,,,,,,skip,,2,0
D10,1280,1. Division,0,btts,nao,71.67,2.2,0.7803,0.5,false,-0.5,5,2
D10,1279,1. Division,0,,,,,,,skip,,3,4
D10,1278,1. Division,0,,,,,,,skip,,2,0
D10,725,Premier League,1,btts,nao,31.65,1.48,0.8895,2,false,-2,2,1
D10,724,Premier League,1,over25,under,64,1.64,1,2,true,1.28,0,1
D10,722,Premier League,1,1x2,away,39.68,4,0.3492,2,false,-2,2,2
D10,1285,Premier League,1,btts,nao,31.02,1.48,0.8853,2,false,-2,2,1
D10,1269,1. HNL,0,over25,under,30.53,1.78,0.7333,0.5,true,0.39,2,0
D10,1162,1. HNL,0,over25,under,23.23,1.78,0.6923,0.5,true,0.39,2,0
D10,1250,Premier League,1,1x2,away,39.13,4,0.3478,2,false,-2,2,2
D15,1692,K League 2,0,1x2,home,58.15,3.7,0.4274,0.5,false,-0.5,0,1
D15,1691,K League 2,0,1x2,away,143.48,7,0.3478,0.5,false,-0.5,3,2
D15,1119,K League 2,0,1x2,home,48,3.7,0.4,0.5,false,-0.5,0,1
D15,1118,K League 2,0,1x2,away,144.44,7,0.3492,0.5,false,-0.5,3,2
D15,1835,Major League Soccer,1,over25,under,61.33,2.2,0.7333,2,true,2.4,1,0
D15,1682,Liga MX,0,1x2,home,26.09,2.95,0.4274,0.5,false,-0.5,1,2
D15,1672,Major League Soccer,1,btts,nao,36.46,2.3,0.5933,2,true,2.6,1,0
D15,1185,Liga MX,0,1x2,home,41.4,2.95,0.4793,0.5,false,-0.5,1,2
D15,1102,Major League Soccer,1,btts,nao,36.25,2.3,0.5924,2,true,2.6,1,0
D15,1570,Serie B,0,1x2,away,20,3.45,0.3478,0.5,false,-0.5,1,1
D15,1002,Serie B,0,1x2,away,20.48,3.45,0.3492,0.5,false,-0.5,1,1
D15,1709,Primera B,0,,,,,,,skip,,2,1
D15,1136,Primera B,0,,,,,,,skip,,2,1
D15,1547,Serie A,1,,,,,,,skip,,0,3
D15,982,Serie A,1,,,,,,,skip,,0,3
D15,1600,Liga Pro,0,1x2,home,34.64,3.15,0.4274,0.5,false,-0.5,1,2
D15,1034,Liga Pro,0,1x2,home,34.38,3.15,0.4266,0.5,false,-0.5,1,2
D15,1627,NWSL,0,,,,,,,skip,,0,1
D15,1524,Major League Soccer,1,,,,,,,skip,,6,4
D15,959,Major League Soccer,1,1x2,draw,16.75,5.1,0.2289,2,false,-2,6,4
D15,1058,NWSL,0,,,,,,,skip,,0,1
D15,1661,Serie C,0,over25,under,15.87,1.58,0.7333,0.5,false,-0.5,2,1
D15,1595,Primera Division,1,,,,,,,skip,,1,2
D15,1591,Primera B Nacional,1,1x2,away,20,4,0.3,2,true,6,0,1
D15,1568,Serie B,0,,,,,,,skip,,0,2
D15,1179,Serie B,0,over25,over,15.18,2.08,0.5538,0.5,false,-0.5,0,2
D15,1092,Serie C,0,,,,,,,skip,,2,1
D15,1030,Primera Division,1,1x2,home,15.04,2.4,0.4793,2,false,-2,1,2
D15,1026,Primera B Nacional,1,,,,,,,skip,,0,1
D15,1590,Primera B Nacional,1,over25,over,26.19,2.65,0.4762,2,false,-2,1,1
D15,1576,Primera Division,1,1x2,home,47.46,3.45,0.4274,2,false,-2,0,2
D15,1567,Serie B,0,1x2,away,33,3.5,0.38,0.5,true,1.25,1,2
D15,1545,Serie A,1,1x2,away,73.91,5,0.3478,2,false,-2,1,0
D15,1012,Primera Division,1,1x2,home,19.4,3.45,0.3461,2,false,-2,0,2
D15,1001,Serie B,0,1x2,away,38.54,3.5,0.3958,0.5,true,1.25,1,2
D15,981,Serie A,1,1x2,away,74.6,5,0.3492,2,false,-2,1,0
D15,1663,Premier League,1,1x2,away,122.61,6.4,0.3478,2,false,-2,3,0
D15,1660,Serie C,0,1x2,away,23.48,3.55,0.3478,0.5,false,-0.5,0,0
D15,1625,Primera Division,1,,,,,,,skip,,1,1
D15,1624,Primera Division,1,,,,,,,skip,,0,1
D15,1623,NWSL,0,,,,,,,skip,,0,1
D15,1589,Primera B Nacional,1,,,,,,,skip,,1,1
D15,1523,Major League Soccer,1,1x2,draw,56.12,4.5,0.3469,2,false,-2,2,0
D15,958,Major League Soccer,1,1x2,draw,47.48,4.5,0.3277,2,false,-2,2,0
D15,1094,Premier League,1,1x2,away,123.49,6.4,0.3492,2,false,-2,3,0
D15,1091,Serie C,0,1x2,away,24.56,3.55,0.3509,0.5,false,-0.5,0,0
D15,1060,Primera Division,1,,,,,,,skip,,1,1
D15,1059,Primera Division,1,,,,,,,skip,,0,1
D15,1057,NWSL,0,btts,nao,15.06,1.84,0.6253,0.5,true,0.42,0,1
D15,1025,Primera B Nacional,1,,,,,,,skip,,1,1
D15,1000,Serie B,0,over25,over,15.18,2.08,0.5538,0.5,false,-0.5,0,2
D15,1669,Segunda Division,0,1x2,away,73.91,5,0.3478,0.5,false,-0.5,1,0
D15,1613,Primera Division,1,,,,,,,skip,,1,1
D15,1599,Liga Pro,0,1x2,away,65.22,4.75,0.3478,0.5,false,-0.5,2,0
D15,1100,Segunda Division,0,1x2,away,75.44,5,0.3509,0.5,false,-0.5,1,0
D15,1048,Primera Division,1,,,,,,,skip,,1,1
D15,1033,Liga Pro,0,1x2,away,65.87,4.75,0.3492,0.5,false,-0.5,2,0
D15,1572,Division 1,0,,,,,,,skip,,1,2
D15,1571,Division 1,0,over25,under,23.2,1.68,0.7333,0.5,true,0.34,2,0
D15,1569,Division 1,0,over25,over,15.34,2.23,0.5172,0.5,true,0.615,2,1
D15,1182,Division 1,0,,,,,,,skip,,1,2
D15,1181,Division 1,0,btts,nao,20.86,1.68,0.7194,0.5,true,0.34,2,0
D15,1180,Division 1,0,over25,over,23.49,2.23,0.5538,0.5,true,0.615,2,1
D15,1024,Primera B Nacional,1,over25,over,32.5,2.65,0.5,2,false,-2,1,1
D15,1659,Serie C,0,1x2,home,55.69,1.84,0.8462,0.5,true,0.42,1,0
D15,1658,Serie C,0,1x2,away,46.09,4.2,0.3478,0.5,false,-0.5,0,0
D15,1657,Serie C,0,over25,over,25.24,2.63,0.4762,0.5,true,0.815,1,2
D15,1588,Primera B Nacional,1,over25,over,33.33,2.8,0.4762,2,true,3.6,4,0
D15,1566,Serie B,0,1x2,away,110,7,0.3,0.5,false,-0.5,4,2
D15,1090,Serie C,0,1x2,away,47.37,4.2,0.3509,0.5,false,-0.5,0,0
D15,1089,Serie C,0,over25,over,31.5,2.63,0.5,0.5,true,0.815,1,2
D15,1088,Serie C,0,1x2,home,39.24,1.84,0.7568,0.5,true,0.42,1,0
D15,1023,Primera B Nacional,1,over25,over,40,2.8,0.5,2,true,3.6,4,0
D15,999,Serie B,0,1x2,away,16.67,7,0.1667,0.5,false,-0.5,4,2
D15,1667,Primera B,0,,,,,,,skip,,0,2
D15,1594,Primera Division,1,,,,,,,skip,,4,1
D15,1587,Primera B Nacional,1,1x2,away,122.61,6.4,0.3478,2,false,-2,1,0
D15,1586,Primera B Nacional,1,,,,,,,skip,,1,0
D15,1585,Primera B Nacional,1,over25,over,26.19,2.65,0.4762,2,true,3.3,1,2
D15,1584,Primera B Nacional,1,1x2,away,39.13,4,0.3478,2,false,-2,0,0
D15,1564,Serie B,0,1x2,away,67.2,4.4,0.38,0.5,true,1.7,0,1
D15,1546,Serie A,1,,,,,,,skip,,1,2
D15,1544,Serie A,1,1x2,away,38.78,8.5,0.1633,2,false,-2,2,1
D15,1510,La Liga,1,1x2,home,105.62,2.43,0.8462,2,true,2.86,5,1
D15,946,La Liga,1,1x2,home,83.89,2.43,0.7568,2,true,2.86,5,1
D15,1097,Primera B,0,,,,,,,skip,,0,2
D15,1029,Primera Division,1,1x2,home,15.11,2.43,0.4737,2,true,2.86,4,1
D15,1022,Primera B Nacional,1,,,,,,,skip,,1,0
D15,1021,Primera B Nacional,1,1x2,away,39.68,4,0.3492,2,false,-2,0,0
D15,1020,Primera B Nacional,1,1x2,away,123.49,6.4,0.3492,2,false,-2,1,0
D15,1019,Primera B Nacional,1,over25,over,40.29,2.65,0.5294,2,true,3.3,1,2
D15,998,Serie B,0,1x2,away,74.17,4.4,0.3958,0.5,true,1.7,0,1
D15,980,Serie A,1,1x2,home,16.48,2.43,0.4793,2,false,-2,1,2
D15,979,Serie A,1,1x2,away,39.09,8.5,0.1636,2,false,-2,2,1
D15,1834,Brasileiro Women,0,1x2,away,160.87,7.5,0.3478,0.5,true,3.25,0,3
D15,1509,Serie A,1,1x2,home,57.42,6.1,0.2581,2,false,-2,2,2
D15,1508,Serie A,1,over25,under,61.33,2.2,0.7333,2,false,-2,1,4
D15,1507,Serie A,1,1x2,draw,66.53,4.8,0.3469,2,false,-2,0,2
D15,1506,Serie A,1,1x2,away,86.2,4.9,0.38,2,false,-2,1,0
D15,1505,Serie A,1,1x2,away,63.27,10,0.1633,2,true,18,1,2
D15,1154,Serie A,1,1x2,away,93.96,4.9,0.3958,2,false,-2,1,0
D15,1153,Serie A,1,1x2,away,63.64,10,0.1636,2,true,18,1,2
D15,1152,Serie A,1,1x2,home,80.24,6.1,0.2955,2,false,-2,2,2
D15,1151,Serie A,1,over25,under,52.31,2.2,0.6923,2,false,-2,1,4
D15,1150,Serie A,1,1x2,draw,57.31,4.8,0.3277,2,false,-2,0,2
